publish_data,tweet
26373,"push( { qacct:""""p-v03RmX3GES6RT""""} );clearInterval(tempAacctTid);}}, 500);});fireOrSaveJsFunctions(1,function(){twttr"
26374,conversion
26375,"trackPid('l4bfr');});fireOrSaveJsFunctions(1,function(){(function(d, s, id) {  var js, fjs = d"
26376,getElementsByTagName(s)[0];  if (d
26377,getElementById(id)) return;  js = d
26378,createElement(s); js
26379,id = id;  js
26380,"src = """"//connect"
26381,facebook
26382,net/en_US/sdk
26383,js#xfbml=1&version=v2
26384,"3&appId=147184211975697"""";  fjs"
26385,parentNode
26386,"insertBefore(js, fjs);}(document, 'script', 'facebook-jssdk'));});glob_categoryID=""""35"""";glob_categoryName=""""Psychology / Psychiatry category"""";fireOrSaveJsFunctions(1,function(){loadScript(""""//z-na"
26387,amazon-adsystem
26388,"com/widgets/onejs?MarketPlace=US&adInstanceId=c3555b57-ee3e-4ba5-b6f4-ec40911af7e4"""",{},function(){})});// 1"
26389,create object of scriptvar deferCSS = document
26390,createElement('script');deferCSS
26391,src = 'https://hello
26392,myfonts
26393,net/count/333229';deferCSS
26394,type = 'text/javascript';deferCSS
26395,defer = true;// 2
26396,declaire position of var deferCSS_place = document
26397,getElementsByTagName('body')[0];// 3
26398,insert object before deferCSS_place
26399,appendChild(deferCSS); window
26400,"bk_async = function() { bk_addPageCtx('categoryMain', 'psychology-psychiatry');bk_addPageCtx('categorySub', 'bipolar');bk_addPageCtx('dimension28', 'othermentalhealth');bk_addPageCtx('dimension29', 'mentalhealth');BKTAG"
26401,"doTag(76945, 10);}; (function() { var scripts = document"
26402,getElementsByTagName('script')[0]; var s = document
26403,createElement('script'); s
26404,async = true; s
26405,"src = """"https://tags"
26406,bkrtx
26407,com/js/bk-coretag
26408,"js""""; scripts"
26409,parentNode
26410,"insertBefore(s, scripts); }()); var articleID=""""324154"""";var articleType = """"written"""";var emailID = """"324154"""";var articleURL = """"/articles/324154"
26411,"php"""";var threadID = """"0"""";var opinionsOutput = 0;var showAdsOnArticle = 1;var isSponsored = 0;    for(var contentBlocksDoms=document"
26412,"querySelectorAll("""""
26413,infobox_large
26414,"article-tcblocks > li""""),i=0;i div"
26415,headline
26416,"mobile""""),excerpt=_this"
26417,"querySelector(""""a > div >"
26418,"excerpt""""),desktopHeadlineHtmlStr=mobileHeadline"
26419,outerHTML;desktopHeadlineHtmlStr=desktopHeadlineHtmlStr
26420,"replace(/(class=\"""""
26421,*?)\s*mobile\s*(
26422,"*?\"""")/g,""""$1$2""""),null===_this"
26423,"querySelector(""""a > div >"
26424,"headline"""")&&excerpt"
26425,"insertAdjacentHTML(""""beforebegin"""",desktopHeadlineHtmlStr),_this"
26426,"getElementsByTagName(""""a"""")[0]"
26427,removeChild(mobileHeadline)}//Remove  class hide in tabbed content to show on desktop/ tabletif(document
26428,"getElementsByClassName(""""collapsed__tabs"""")[0]){document"
26429,"getElementsByClassName(""""collapsed__tabs"""")[0]"
26430,classList
26431,remove('hide');}    var articleTOC = document
26432,"getElementsByClassName(""""article_toc"""")[0];if(document"
26433,body
26434,"contains(articleTOC)){// if the page contains article TOC, we do the trickvar articleTOCpreviousElement = articleTOC"
26435,previousElementSibling;if(articleTOCpreviousElement){if((articleTOCpreviousElement
26436,className
26437,"indexOf(""""photobox_header"""") !==-1&&articleTOCpreviousElement"
26438,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
26439,className
26440,"indexOf(""""photobox_left"""") !==-1&&articleTOCpreviousElement"
26441,"querySelector(""""em"""") != null)||(articleTOCpreviousElement"
26442,className
26443,"indexOf(""""photobox_right"""") !==-1&&articleTOCpreviousElement"
26444,"querySelector(""""em"""") != null)){articleTOC"
26445,classList
26446,"add(""""article_collapsed--top"""");}}}var mntDataLayer = """""""";//Fire in adblock"
26447,"js cause that's the last event in the page function setMNTDataLayer(e) {mntDataLayer = {""""article_meta"""":{""""publisher"""":""""Medical News Today"""",""""headline"""":""""3 common drugs can reduce severe mental health symptoms"""",""""description"""":""""Three common drugs typically prescribed for cardiovascular problems or diabetes could also help fight the symptoms of severe mental health conditions"
26448,""""",""""url"""":""""\/articles\/324154"
26449,"php"""",""""CanonicalURL"""":""""https:\/\/www"
26450,medicalnewstoday
26451,com\/articles\/324154
26452,"php"""",""""datePublished"""":""""2019-01-11"""",""""dateUpdated"""":"""""""",""""dateReviewed"""":"""""""",""""author"""":""""Maria Cohut"""",""""coAuthor"""":"""""""",""""reviewer"""":"""""""",""""ratingHCP"""":0,""""ratingPublic"""":0,""""commentCount"""":0,""""shareCountFacebook"""":0,""""shareCountGooglePlus"""":0,""""shareCountLinkedIn"""":0,""""shareCountPinterest"""":0,""""ampURL"""":"""""""",""""ampVersion"""":""""N""""},""""reader"""":{""""loggedIn"""":""""no""""},""""targeting"""":{""""categoryMain"""":""""psychology-psychiatry"""",""""categorySub"""":[""""bipolar"""",""""mental_health"""",""""schizophrenia""""],""""articleKeywords"""":"""""""",""""articleID"""":""""324154"""",""""articleType"""":""""written"""",""""micrositeID"""":"""""""",""""articleVersion"""":""""v2"""",""""articleAge"""":""""year""""},""""customDimensions"""":{""""siteVersion"""":""""desktop"""",""""webServer"""":-1,""""iosAppTraffic"""":-1,""""viewportWidth"""":0,""""viewportHeight"""":0,""""hidpi"""":0,""""adblockStatus"""":0}}mntDataLayer[""""article_meta""""][""""shareCountFacebook""""]  = facebookCount;mntDataLayer[""""article_meta""""][""""shareCountGooglePlus""""] = googlePlusCount;mntDataLayer[""""article_meta""""][""""shareCountLinkedIn""""]  = linkedinCount;mntDataLayer[""""article_meta""""][""""shareCountPinterest""""] = pinterestCount;mntDataLayer[""""article_meta""""][""""url""""]  = window"
26453,location
26454,"href;mntDataLayer[""""customDimensions""""][""""adblockStatus""""]  = adBlockValue; mntDataLayer[""""customDimensions""""][""""viewportWidth""""] = Math"
26455,max(document
26456,documentElement
26457,"clientWidth, window"
26458,"innerWidth || 0); mntDataLayer[""""customDimensions""""][""""viewportHeight""""] = Math"
26459,max(document
26460,documentElement
26461,"clientHeight, window"
26462,"innerHeight || 0); mntDataLayer[""""customDimensions""""][""""hidpi""""] = (window"
26463,devicePixelRatio >= 1
26464,"5) ? """"HiDPI"""" : """"1X"""";}"""
26465,"""For full functionality, it is necessary to enable JavaScript"
26466,Here are instructions how to enable JavaScript in your web browser
26467,"Welcome to Medical News TodayHealthline Media, Inc"
26468,would like to process and share personal data (e
26469,g
26470,", mobile ad id) and data about your use of our site (e"
26471,g
26472,", content interests) with our third party partners (see a current list) using cookies and similar automatic collection tools in order to a) personalize content and/or offers on our site or other sites, b) communicate with you upon request, and/or c) for additional reasons upon notice and, when applicable, with your consent"
26473,"Healthline Media, Inc"
26474,is based in and operates this site from the United States
26475,"Any data you provide will be primarily stored and processed in the United States, pursuant to the laws of the United States, which may provide lesser privacy protections than European Economic Area countries"
26476,"By clicking “accept” below, you acknowledge and grant your consent for these activities unless and until you withdraw your consent using our rights request form"
26477,Learn more in our Privacy Policy
26478,"Top categoriesBlood / HematologyBones / OrthopedicsBreast CancerColorectal CancerDepressionGastroIntestinalHypertensionLymphomaMen's HealthNeurology / NeuroscienceNutrition / DietPain / AnestheticsProstate / Prostate CancerPsoriasisRespiratorySexual Health / STDsStrokeTuberculosisUrology / NephrologyWomen's HealthAll categoriesA - BC - DE - GH - LM - OP - RS - ZAll TopicsMoreSign up for our newsletterDiscover in-depth, condition specific articles written by our in-house team"
26479,"NewsletterMNT - Hourly Medical News Since 2003SearchGoTop categoriesBlood / HematologyBones / OrthopedicsBreast CancerColorectal CancerDepressionGastroIntestinalHypertensionLymphomaMen's HealthNeurology / NeuroscienceNutrition / DietPain / AnestheticsProstate / Prostate CancerPsoriasisRespiratorySexual Health / STDsStrokeTuberculosisUrology / NephrologyWomen's HealthAll categoriesA - BC - DE - GH - LM - OP - RS - ZAll TopicsMoreSign up for our newsletterDiscover in-depth, condition specific articles written by our in-house team"
26480,NewsletterMNT - Hourly Medical News Since 2003SearchGo Loading
26481,"Please accept our privacy termsWe use cookies and similar technologies to improve your browsing experience, personalize content and offers, show targeted ads, analyze traffic, and better understand you"
26482,We may share your information with third-party partners for marketing purposes
26483,"To learn more and make choices about data use, visit our Advertising Policy and Privacy Policy"
26484,"By clicking “Accept and Continue” below, (1) you consent to these activities unless and until you withdraw your consent using our rights request form, and (2) you consent to allow your data to be transferred, processed, and stored in the United States"
26485,ACCEPT AND CONTINUE TO SITEDeny permissionScroll to AcceptGet the MNT newsletterEnter your email address to subscribe to our most top categoriesYour privacy is important to us
26486,FINISHOK--> googleAdSlotInfo
26487,"push({""""slotName"""":'DLB1',""""slotContainer"""":'dlb1_container'});Could pomegranates offer the key to new IBD treatments?  PublishedSunday 13 January 2019PublishedSun 13 Jan 2019By Maria Cohut Fact checked by Jasmin Collier Studies of pomegranates, """"the fruit of the gods,"""" are increasingly revealing why they are so beneficial"
26488,"Urolithin A, derived from pomegranates, and its synthetic equivalent could help treat inflammatory bowel disease, according to a new study"
26489,Pomegranates may contain the secret to better gut health
26490,The Centers for Disease Control and Prevention (CDC) suggest that around 3 million adults in the United States had a form of inflammatory bowel disease (IBD) in 2015
26491,"IBD refers to two different conditions — Crohn's disease and ulcerative colitis — that are characterized by the long-term inflammation of the gastrointestinal tract, which includes the esophagus, stomach, and intestines"
26492,"In a new study, researchers from the University of Louisville in Kentucky identified a natural compound that could help improve IBD treatments"
26493,The researchers also explain the mechanisms through which it most likely fights IBD symptoms
26494,"The compound, called urolithin A (UroA), is a metabolite produced as a result of the interaction of gut bacteria and certain polyphhenols present in pomegranates and some other fruits — particularly berries"
26495,"Specifically, ellagic acid — which is present in pomegranates and berries, such as blackberries, raspberries, and strawberries — interacts with the INIA P815 strain of Bifidobacterium pseudocatenulatum in the gut, thereby releasing UroA"
26496,"This compound also has a synthetic equivalent called UAS03, which has the same, if not a stronger, therapeutic effect in the case of IBD"
26497,The researchers report their recent findings in a study paper in the journal Nature Communications
26498,googleAdSlotInfo
26499,"push({""""slotName"""":'DLB2',""""slotContainer"""":'dlb2_container'});How this substance protects gut healthPrevious research indicating that UroA has multiple health benefits made the researchers keen to look into the substance's potential in the context of IBD treatments"
26500,"""""Previous studies demonstrated inhibitory activities of urolithins in inflammation, proliferation, and aging in various models,"""" the researchers write"
26501,Gut bacteria unleash anti-aging power of pomegranatesLearn how pomegranates could help fight aging processes
26502,"Read nowIn this new study, they used a mouse model to study the way in which UroA and UAS03 could help with IBD"
26503,"Their investigation revealed that both compound versions reduce inflammation in the gut by acting on the """"bridges"""" between the cells that make up the tissue lining the gut"
26504,"UroA and UAS03 tighten these cell junctions, thus preventing toxins from passing through and causing inflammation"
26505,"""""The general belief thus far in the field is that urolithins exert beneficial effects through their anti-inflammatory, anti-oxidative properties,"""" says first study author Rajbir Singh"
26506,"""""We have,"""" he explains, """"for the first time discovered that their mode of function also includes repairing the gut barrier dysfunction and maintaining barrier integrity"
26507,"""""googleAdSlotInfo"
26508,"push({""""slotName"""":'out-of-page',""""slotContainer"""":'div-gpt-ad-out-of-page'});Nutrient and gut bacteria interaction is keyStill, though the researchers encourage the consumption of pomegranates and other fruit that may lead to the release of UroA in the gut, they explain that this is no guarantee that IBD symptoms will not appear or that they will lessen"
26509,This is most likely because the bacteria that assist in the production of this metabolite may not be present at the same level — or sometimes may not be present at all — in some people's gut microbiota
26510,"So, partly for this reason, the researchers suggest that synthetic UAS03 may be more reliable and effective in the treatment of certain forms of IBD, such as acute colitis"
26511,UAS03 also has a more stable form compared with UroA
26512,"According to the lead researcher Venkatakrishna Rao Jala, """"Microbes in our gut have evolved to generate beneficial microbial metabolites in the vicinity of the gut barrier"
26513,"""""""""However, this requires that we protect and harbor the appropriate gut microbiota and consume a healthy diet"
26514,This study shows that direct consumption of UroA or its analog can compensate for a lack of the specific bacteria responsible for production of UroA and continuous consumption of pomegranates and berries
26515,"""""Venkatakrishna Rao JalaIn the future, the team aims to conduct further studies confirming the mechanisms accessed by UroA and UAS03, as well as their protective role in IBD"
26516,/*
26517,mnt_dlb_foot_container { display:block; width: 728px; height: 90px; }*//*@media (min-width: 990px) {
26518,mnt_dlb_foot_container { display: none; } }@media (min-width:1148px) {
26519,"mnt_dlb_foot_container { display:block;} }*/fireOrSaveJsFunctions(1,function(){loadScript(""""//pagead2"
26520,googlesyndication
26521,com/pagead/js/adsbygoogle
26522,"js"""",{},function(){})});(adsbygoogle = window"
26523,adsbygoogle || [])
26524,push({});Related coverageSuggested Reading--> What is the difference between IBS and IBD?Crohn's disease and ulcerative colitis are both types of inflammatory bowel disease (IBD)
26525,Another condition called irritable bowel syndrome (IBS) can cause similar symptoms to IBD
26526,"However, IBD and IBS are two different conditions with different causes and treatments"
26527,Learn more here
26528,Read now Fifteen health benefits of pomegranate juiceThe healing powers of pomegranates have been championed for centuries
26529,"High in antioxidants and vitamin C, pomegranates are said to fight viruses, boost the immune system and protect against diseases such as cancer, diabetes, and arthritis"
26530,Do scientific studies support these claims? Learn more about pomegranates here
26531,"Read now Can you eat pomegranate seeds?Pomegranates are a beautiful fruit, with a thick ruby skin covering shiny 'jewels' inside"
26532,Each jewel contains tart or sweet nectar and a white seed
26533,"Many throw the seeds away, but they are rich in nutrients and antioxidants"
26534,"We look at tips, benefits, and recommended consumption of pomegranate seeds"
26535,Learn more here
26536,Read now Signs and symptoms of Crohn's disease in womenCrohn's disease is equally common in men and women but can affect them differently
26537,"In this article, learn about four symptoms of Crohn's disease in females"
26538,"Read now What are the best foods to avoid during a Crohn's disease flare-up?The symptoms of Crohn’s disease can worsen after eating certain foods, while other foods can help improve symptoms"
26539,"The best foods to eat and avoid differ during a flare-up, however"
26540,"We look at foods that people with Crohn’s should avoid during a flare-up, along with other diet tips for managing the disease"
26541,"Read now Have a medical question? Connect with an online doctorGet started emailemail print shareshare Nutrition / Diet Biology / BiochemistryGastroIntestinal / GastroenterologyInfectious Diseases / Bacteria / Viruses Recommended related news//init glob_JS, depulicate in gdpr_js_queue"
26542,js because the file will be execute before gdpr_js_queue
26543,"js loadingglob_JS=(typeof glob_JS === 'undefined')?{'GAInit':[],'GA':[],""""ExternalJS"""":[],""""AD"""":[]}:glob_JS;fireOrSaveJsFunctions(1,function(){loadScript(""""https://cdn1"
26544,medicalnewstoday
26545,com/structure/javascript/cache/trendmd
26546,min
26547,"js"""",{""""data-trendmdconfig"""":'{""""journal_id"""":""""53928"""",""""element"""":""""#trendmd-suggestions""""}'},function(){})});fireOrSaveJsFunctions(1,function(){//TrendMD suggest reading checkvar interval = null;//Check every 5 secsinterval = setInterval(function(){var trendmdSuggestions = document"
26548,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
26549,children
26550,length;if(trendmdChildLength > 0){trendmdSuggestions
26551,style
26552,"display = 'block';//$(""""#trendmd-suggestions"""")"
26553,prev()
26554,hide();document
26555,"getElementsByClassName(""""trendmd_suggestions_heading"""")[0]"
26556,style
26557,display = 'block';if(is_userMobile&&!glob_responsiveOverride){//We add new styles invar elements = document
26558,querySelectorAll('
26559,trendmd-widget_horizontal
26560,trendmd-widget-section');for (var i = 0; i < elements
26561,length; i++) {elements[i]
26562,style
26563,"cssText = 'width:100% !important;margin: 0!important;padding: 0!important;';};}clearInterval(interval);}},5000);//If it runs over 120 secs ,kill the processsetTimeout(function() {var trendmdSuggestions = document"
26564,getElementById('trendmd-suggestions');var trendmdChildLength = trendmdSuggestions
26565,children
26566,"length;//If trendMD is still not working , we kill the processif(trendmdChildLength === 0){clearInterval(interval);trendmdSuggestions"
26567,classList
26568,"add(""""process_killed"""");}}, 1200000);});googleAdSlotInfo"
26569,"push({""""slotName"""":'DMR1',""""slotContainer"""":'dmr1_container'}); Latest news How Pokémon characters can help us understand the brainBecause some children played Pokémon obsessively in their formative years, these characters are now providing insight into the adult brain"
26570,"Do we have the wrong idea about the global obesity 'epidemic?'To date, experts have seen urbanization trends as a key driver of the global obesity 'epidemic,' but a major new study now challenges that assumption"
26571,Exploring spider venom's dual attackA study of spider venom looks deeper into its molecular makeup than ever before
26572,The findings may lead to treatments for neurological conditions
26573,"Depression: Exercise may reduce symptoms but not in womenA recent study concludes that while exercising often relieves symptoms of depression in men, it may not be as effective for women"
26574,Study finds evidence of 'clear relationship' between appendectomy and Parkinson'sA study of 62 million people in the United States finds that those who have had their appendix removed are more likely to develop Parkinson's disease
26575,googleAdSlotInfo
26576,"push({""""slotName"""":'DMR2',""""slotContainer"""":'dmr2_container'});   Popular in: Nutrition / DietHow to begin intermittent fastingEighteen ways to reduce bloatingWhat to know about supplements for musclesWhich foods lower blood sugar?Seven ways to do intermittent fasting       Scroll to topPopular newsEditorial articlesAll news topicsKnowledge centerNewslettersShare our contentAbout usOur editorial teamContact usAdvertise with MNTget our newsletterHealth tips, wellness advice and more"
26577,SubscribeYour privacy is important to us
26578,"Healthline Media UK Ltd, Brighton, UK"
26579,© 2004-2019 All rights reserved
26580,MNT is the registered trade mark of Healthline Media
26581,Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional
26582,Privacy |Terms |Ad policy | Careers This page was printed from: https://www
26583,medicalnewstoday
26584,com/articles/324164
26585,phpVisit www
26586,medicalnewstoday
26587,"com for medical news and health news headlines posted throughout the day, every day"
26588,2019 Healthline Media UK Ltd
26589,All rights reserved
26590,MNT is the registered trade mark of Healthline Media
26591,Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional
26592,"eval(function(p,a,c,k,e,d){e=function(c){return(c35?String"
26593,fromCharCode(c+29):c
26594,toString(36))};if(!''
26595,"replace(/^/,String)){while(c--){d[e(c)]=k[c]||e(c)}k=[function(e){return d[e]}];e=function(){return'\\w+'};c=1};while(c--){if(k[c]){p=p"
26596,"replace(new RegExp('\\b'+e(c)+'\\b','g'),k[c])}}return p}('a g=d"
26597,15(\'
26598,r-14 9\');5(g&&g
26599,"b(""""8-3"""")){g"
26600,3=g
26601,"b(""""8-3"""");g"
26602,13(\'8-3\')}a 4=[]
26603,s
26604,o(d
26605,"p(\'9[8-3]\'));a w=6(h,f){5(h"
26606,"f==""""""""){h"
26607,f=f}u{a O=h
26608,f
26609,"11("""" """");5(O"
26610,12(f)==-1){h
26611,"f+="""" """"+f}}};1c(a i=0;i0}})}a B=1z H(6(L,1E){L"
26612,l(6(z){5(z
26613,x){a 2=z
26614,1C;2
26615,j
26616,"n(""""c"""");2"
26617,3=2
26618,"b(""""8-3"""");D(2);B"
26619,"1A(2)}})},{1B:""""y y 1y y""""});4"
26620,l(6(2){B
26621,1i(2)})}u{a m;6 e(){4=[]
26622,s
26623,o(d
26624,p(\'
26625,c\'));5(m){1g(m)}m=1l(6(){a 1p=7
26626,1o;4
26627,l(6(9){5((9
26628,P()
26629,1n-1w=0)&&1q(9)
26630,"1k!==""""1f""""){9"
26631,3=9
26632,"b(""""8-3"""");9"
26633,j
26634,n(\'c\');D(9)}});5(4
26635,M==0){d
26636,"C(""""K"""",e);7"
26637,"C(""""J"""",e);7"
26638,"C(""""Q"""",e)}},1s)}e();d"
26639,"q(""""K"""",e);7"
26640,"q(""""J"""",e);7"
26641,"q(""""Q"""",e)}6 D(2){2"
26642,1D=6(){5(2
26643,b(\'8-F-2-t\')){18(2
26644,"b(\'8-F-2-t\'),"""""""",17)}5(2"
26645,b(\'8-N-2-t\')){16(2
26646,"b(\'8-N-2-t\'),"""""""",1j)}}}}});',62,103,'||image|src|lazyloadImages|if|function|window|data|img|var|getAttribute|lazy|document|lazyload|className|owlCarouselFirstImage|element||classList|in|forEach|lazyloadThrottleTimeout|remove|call|querySelectorAll|addEventListener|owl|slice|index|else|IntersectionObserverEntry|addLazyClass|isIntersecting|0px|entry|prototype|imageObserver|removeEventListener|includeImagePlugin|intersectionRatio|click|parentNode|IntersectionObserver|runningOnBrowser|resize|scroll|entries|length|sharing|arr|getBoundingClientRect|orientationChange|isBot|onscroll|test|spider|crawl|ro|ing|bot|gle|typeof|split|indexOf|removeAttribute|carousel|querySelector|loadImageSharingImageByIndex|true|loadClickableImageByIndex|navigator|DOMContentLoaded|item|for|undefined|defineProperty|none|clearTimeout|innerHeight|observe|null|display|setTimeout|bottom|top|pageYOffset|scrollTop|getComputedStyle|userAgent|20|return|this|get|300|Object|300px|new|unobserve|rootMargin|target|onload|observer'"
26647,"split('|'),0,{}))window"
26648,ga=window
26649,ga||function(){};if (typeof window
26650,googletag === 'undefined') {//Fallback safe for googletag    var googletag = googletag || { };googletag
26651,cmd = googletag
26652,cmd || [ ];}//Fallback for Adbridgif (typeof window
26653,AdBridg === 'undefined') {var AdBridg = AdBridg || {};  AdBridg
26654,cmd = AdBridg
